Age,Gender,Revenue_Total,N_Purchases,Purchase_VALUE,Pay_Method,Time_Spent,Browser,Newsletter,Voucher,Purchase_Month,Purchase_Day,Average_PurchaseValue
29,1,3.7,4,0.629,0,438,0,0,0,2,7,0.925
59,0,24.0,2,17.52,0,549,1,0,0,6,27,12.0
56,1,32.2,3,26.404,3,659,3,0,0,5,22,10.733333333333334
18,1,11.7,3,11.115,1,942,0,0,1,4,5,3.9
47,1,9.4,5,7.896,1,1042,0,0,0,4,19,1.8800000000000001
34,0,19.4,3,8.342,2,427,1,0,0,1,31,6.466666666666666
63,0,30.8,3,4.928,1,1058,1,0,0,12,1,10.266666666666667
49,0,49.9,4,10.479,3,884,1,0,0,6,8,12.475
47,1,18.2,5,14.924,2,316,0,0,0,4,22,3.6399999999999997
23,1,1.9,3,0.209,1,957,1,0,0,12,21,0.6333333333333333
46,0,13.9,5,11.676,1,687,1,0,0,6,2,2.7800000000000002
45,0,17.1,1,17.1,0,607,0,0,0,11,23,17.1
25,1,42.9,4,15.444,1,376,0,0,1,1,20,10.725
24,1,9.1,4,6.552,0,749,1,0,1,8,24,2.275
23,1,16.7,4,10.02,2,639,0,1,0,2,21,4.175
24,1,22.6,1,22.6,2,379,2,0,0,7,19,22.6
63,1,28.7,2,7.462,1,562,1,0,0,12,16,14.35
16,1,24.3,5,22.356,2,735,0,0,0,10,29,4.86
29,0,41.1,4,24.66,3,522,0,0,0,5,21,10.275
38,0,6.7,4,6.7,2,954,0,0,1,6,19,1.675
58,0,11.3,3,6.554,3,545,3,0,0,3,19,3.766666666666667
54,0,21.9,1,21.9,3,1021,0,0,0,2,5,21.9
56,1,9.7,2,6.887,2,619,2,0,0,5,22,4.85
55,1,2.5,3,1.6,0,463,0,0,0,6,10,0.8333333333333334
56,1,19.4,6,0.97,1,831,0,0,1,2,15,3.233333333333333
40,1,44.3,7,19.049,3,959,0,0,1,11,24,6.328571428571428
50,1,32.7,3,26.814,1,916,0,0,1,2,21,10.9
39,1,11.0,6,10.56,1,899,0,0,0,1,15,1.8333333333333333
25,1,15.6,2,7.8,1,561,0,0,0,4,25,7.8
19,1,44.5,1,44.5,1,1015,0,0,0,11,20,44.5
39,1,38.9,1,38.9,2,547,0,0,0,6,14,38.9
31,1,35.5,4,6.035,1,517,1,0,0,1,6,8.875
50,1,33.1,6,18.205,0,883,0,0,0,5,10,5.516666666666667
42,0,33.7,7,30.33,2,1080,1,0,0,9,6,4.814285714285715
55,1,15.8,1,15.8,3,328,1,0,0,3,31,15.8
58,0,12.4,5,10.044,3,734,1,0,0,3,5,2.48
17,1,25.1,7,23.343,1,487,1,0,0,3,21,3.585714285714286
30,1,38.9,7,10.114,3,154,0,0,0,4,10,5.557142857142857
42,1,36.2,7,19.548,2,959,0,1,0,1,6,5.171428571428572
54,1,1.1,4,0.737,0,586,0,0,0,6,18,0.275
51,1,37.6,5,17.296,2,474,0,0,0,7,15,7.5200000000000005
25,1,35.6,7,25.632,2,243,0,0,0,7,25,5.085714285714286
57,1,7.0,2,1.12,1,920,0,0,0,11,7,3.5
21,1,17.9,1,17.9,0,482,3,0,0,12,5,17.9
24,1,4.3,3,3.44,1,938,0,0,0,1,15,1.4333333333333333
41,1,35.3,7,12.355,0,361,0,0,1,12,24,5.042857142857143
30,1,24.8,6,6.448,0,395,1,0,1,9,15,4.133333333333334
50,1,3.8,1,3.8,3,299,0,0,0,4,18,3.8
34,0,5.5,4,1.815,3,996,3,0,0,6,25,1.375
34,1,22.2,2,8.436,1,687,3,1,0,11,22,11.1
17,1,29.7,2,23.166,1,868,1,0,1,2,14,14.85
40,1,58.5,6,32.175,0,139,0,1,0,9,8,9.75
24,1,52.3,1,52.3,0,869,3,0,1,10,9,52.3
16,0,7.7,7,1.617,3,221,0,0,1,1,22,1.1
33,0,17.7,6,15.045,2,441,0,0,1,2,4,2.9499999999999997
33,1,56.9,4,1.138,1,553,1,0,1,11,30,14.225
38,1,29.8,2,14.006,1,788,0,0,0,1,2,14.9
40,0,30.9,5,15.141,3,613,3,0,0,4,12,6.18
43,1,36.4,6,6.188,0,413,0,0,0,1,1,6.066666666666666
26,1,31.0,3,13.02,0,162,0,0,0,12,1,10.333333333333334
55,1,55.1,6,41.876,1,645,0,0,1,2,23,9.183333333333334
34,1,9.3,3,0.558,0,925,0,0,0,10,7,3.1
36,1,54.7,5,47.589,1,877,3,0,0,1,5,10.940000000000001
43,1,33.5,2,30.15,0,1071,3,0,0,12,30,16.75
53,1,10.6,7,4.982,1,888,0,1,1,7,8,1.5142857142857142
48,0,27.0,5,15.39,2,564,0,0,0,8,1,5.4
27,1,10.3,2,9.27,1,471,3,1,1,8,13,5.15
46,1,37.8,7,17.01,1,885,0,0,0,10,23,5.3999999999999995
46,1,18.6,4,18.414,1,856,0,0,1,11,30,4.65
62,1,32.9,1,32.9,3,584,0,0,1,2,25,32.9
41,1,45.9,5,33.507,0,631,1,0,0,1,8,9.18
62,1,33.8,1,33.8,3,971,0,1,0,10,3,33.8
42,0,33.6,2,7.056,1,964,0,0,0,5,29,16.8
37,0,35.5,7,19.88,1,650,3,0,1,6,16,5.071428571428571
52,0,11.5,3,7.475,1,152,0,0,0,5,10,3.8333333333333335
49,1,5.9,6,5.9,0,689,1,0,1,2,20,0.9833333333333334
23,1,0.7,2,0.182,3,986,0,0,0,5,23,0.35
26,1,32.8,7,27.552,0,407,2,1,1,10,3,4.685714285714285
46,1,8.5,1,8.5,2,140,1,0,0,5,15,8.5
21,1,31.7,2,9.51,0,870,3,1,0,2,1,15.85
46,0,27.2,3,27.2,0,161,1,0,0,7,22,9.066666666666666
30,0,37.6,7,12.032,2,218,0,0,0,6,19,5.371428571428572
25,1,9.4,6,8.836,3,469,1,0,0,3,30,1.5666666666666667
50,1,30.1,5,22.876,0,868,1,0,0,9,21,6.0200000000000005
40,1,31.7,4,30.749,3,1069,0,0,0,9,5,7.925
61,1,35.9,4,31.592,3,213,1,0,0,11,26,8.975
62,1,37.6,1,37.6,2,128,1,0,0,7,4,37.6
56,1,14.1,5,2.538,0,968,3,0,0,5,29,2.82
53,1,25.3,6,0.253,1,1017,1,0,0,7,28,4.216666666666667
30,1,34.5,6,24.84,1,530,0,0,0,8,23,5.75
33,0,44.7,5,19.221,1,900,0,0,0,11,10,8.940000000000001
46,1,25.8,3,11.094,0,494,1,1,0,5,16,8.6
26,0,27.6,7,11.04,2,965,0,1,0,10,22,3.942857142857143
28,0,29.8,1,29.8,2,1048,0,0,0,6,10,29.8
57,0,47.1,2,8.478,0,755,0,0,1,4,13,23.55
25,1,13.9,3,8.757,0,845,0,0,1,4,25,4.633333333333334
31,0,12.0,6,8.4,0,471,0,1,0,2,23,2.0
39,1,29.6,5,18.648,0,192,2,0,0,8,20,5.92
63,1,46.9,2,20.167,0,130,0,0,1,2,5,23.45
18,0,58.1,7,4.067,3,828,1,0,0,4,12,8.3
50,1,20.6,5,12.36,1,397,1,0,0,7,30,4.12
62,1,39.4,7,17.73,0,634,2,0,0,7,28,5.628571428571428
40,1,11.5,3,0.345,2,1062,1,0,1,8,29,3.8333333333333335
20,0,38.8,4,19.788,2,939,0,0,1,3,2,9.7
43,0,50.9,1,50.9,1,653,0,0,1,12,15,50.9
41,1,45.1,5,4.059,3,248,0,0,0,4,18,9.02
56,1,46.9,5,23.45,0,175,3,0,1,4,16,9.379999999999999
21,1,4.9,2,2.548,1,1074,0,0,0,6,5,2.45
18,1,17.1,3,10.602,1,139,0,0,0,2,28,5.7
41,1,36.6,7,21.228,1,262,0,0,0,9,16,5.228571428571429
38,1,34.2,3,33.174,0,219,3,0,0,4,5,11.4
34,1,11.7,7,5.265,0,475,3,0,0,11,14,1.6714285714285713
28,1,13.5,1,13.5,3,561,0,0,1,9,8,13.5
20,1,39.3,3,29.082,0,979,3,0,0,6,14,13.1
39,1,33.1,7,3.972,3,261,0,0,0,10,4,4.728571428571429
40,1,22.8,4,5.244,1,319,3,0,0,11,20,5.7
30,1,35.5,2,29.11,3,425,0,0,0,8,15,17.75
38,1,29.2,1,29.2,2,266,1,0,0,8,20,29.2
30,1,38.1,1,38.1,3,251,1,0,0,5,4,38.1
16,0,0.9,1,0.9,1,310,0,0,0,4,14,0.9
60,0,19.2,3,9.024,3,252,0,0,0,12,11,6.3999999999999995
37,1,11.4,6,5.928,3,1026,3,1,1,7,22,1.9000000000000001
47,0,1.6,3,0.128,0,220,0,1,1,12,10,0.5333333333333333
41,1,31.3,5,29.422,1,125,0,0,0,7,10,6.26
23,0,17.7,1,17.7,0,985,0,0,0,8,7,17.7
30,1,21.7,3,21.7,2,120,0,0,0,9,12,7.233333333333333
22,0,35.6,3,11.392,3,763,0,0,0,8,29,11.866666666666667
59,0,36.6,1,36.6,1,615,0,0,1,10,1,36.6
57,0,38.9,3,32.676,1,158,0,1,0,5,29,12.966666666666667
28,1,16.1,1,16.1,1,461,1,0,1,4,28,16.1
31,1,39.4,3,23.246,1,383,3,0,0,4,4,13.133333333333333
45,1,51.9,3,33.216,1,406,2,0,0,12,3,17.3
35,1,1.1,4,0.077,1,316,1,0,1,2,24,0.275
53,0,30.1,3,10.836,0,637,0,1,0,8,14,10.033333333333333
62,0,35.1,2,18.954,2,496,1,0,0,2,16,17.55
16,0,38.2,1,38.2,2,887,1,0,0,5,27,38.2
51,0,36.9,2,25.83,0,1005,3,0,0,6,10,18.45
24,1,38.9,7,9.336,1,733,0,0,1,12,10,5.557142857142857
60,1,31.1,4,22.392,2,915,0,0,0,6,24,7.775
34,0,8.2,1,8.2,1,451,1,0,0,1,31,8.2
21,1,35.9,5,25.13,0,173,3,0,1,11,19,7.18
61,1,21.7,3,12.803,0,316,0,0,1,8,2,7.233333333333333
46,1,26.6,1,26.6,0,737,3,1,0,11,19,26.6
30,1,2.6,5,2.08,3,839,0,0,0,7,12,0.52
49,1,16.8,7,10.584,1,424,0,1,0,8,22,2.4
52,1,11.8,3,11.092,3,902,1,0,0,11,15,3.9333333333333336
23,1,31.7,5,27.896,3,936,0,0,0,2,28,6.34
21,1,18.0,5,6.84,2,474,0,0,0,5,14,3.6
43,0,25.2,6,15.624,0,990,1,0,0,2,16,4.2
21,0,38.1,5,22.098,0,386,0,0,0,3,9,7.62
17,1,48.1,7,39.923,1,998,0,0,1,2,17,6.871428571428572
51,1,6.9,2,1.794,2,973,3,0,0,5,23,3.45
40,1,38.2,5,24.448,3,658,3,0,0,11,23,7.640000000000001
40,0,24.3,4,18.225,3,1047,2,0,0,2,3,6.075
47,0,35.7,1,35.7,3,640,1,0,0,6,22,35.7
42,1,44.9,7,22.45,1,631,1,0,0,1,11,6.414285714285714
45,1,47.9,7,20.597,1,1024,3,1,0,1,22,6.8428571428571425
61,1,42.5,1,42.5,2,1067,3,0,0,8,6,42.5
36,0,3.7,4,0.962,2,920,0,0,0,3,16,0.925
48,0,33.2,4,2.656,2,920,3,1,0,10,31,8.3
52,1,28.1,7,7.306,1,688,0,0,0,12,27,4.014285714285714
49,1,11.1,1,11.1,1,854,0,0,0,9,26,11.1
62,1,12.9,4,12.9,0,220,1,0,0,3,7,3.225
59,1,31.8,5,3.498,1,641,3,1,0,4,13,6.36
21,1,23.1,1,23.1,0,510,1,0,0,5,8,23.1
50,0,31.5,6,6.615,0,1047,2,0,0,9,27,5.25
28,1,34.7,5,0.347,2,318,3,0,0,11,15,6.94
39,1,33.5,4,7.035,1,761,0,0,0,12,12,8.375
20,1,13.7,5,13.152,3,1051,0,0,1,4,26,2.7399999999999998
18,1,26.9,7,14.526,0,931,0,0,0,9,12,3.8428571428571425
30,0,30.9,5,0.927,0,628,0,0,1,11,8,6.18
54,1,19.0,4,3.42,0,870,0,0,0,9,9,4.75
59,1,37.8,5,30.996,2,526,0,0,0,4,1,7.56
42,1,7.8,3,4.914,2,967,0,0,0,7,18,2.6
21,1,33.4,2,25.718,0,518,1,0,0,11,24,16.7
46,1,30.4,2,6.992,1,420,0,0,0,10,5,15.2
61,0,33.2,7,29.88,3,249,0,0,0,5,23,4.742857142857143
40,0,17.4,2,16.008,0,936,3,0,0,6,2,8.7
43,0,6.6,4,1.848,2,610,1,0,0,7,28,1.65
28,1,37.3,2,16.039,3,858,0,0,0,3,10,18.65
46,1,21.8,6,10.246,3,906,0,0,0,1,15,3.6333333333333333
40,1,36.7,7,4.037,2,516,0,0,1,9,30,5.242857142857143
62,1,32.5,7,32.175,1,561,1,0,1,4,28,4.642857142857143
59,1,9.2,4,6.348,3,846,0,0,0,8,6,2.3
46,1,36.8,7,0.368,0,884,0,0,1,1,28,5.257142857142857
17,1,46.3,6,31.021,0,339,1,0,0,11,18,7.716666666666666
29,1,18.7,4,17.017,3,586,0,0,1,12,11,4.675
25,1,32.0,7,17.6,1,353,0,0,0,12,4,4.571428571428571
21,1,35.8,1,35.8,1,422,0,0,0,1,27,35.8
21,1,31.2,5,29.952,0,737,1,0,0,8,31,6.24
44,1,34.1,2,13.299,3,782,1,0,0,11,9,17.05
44,1,1.9,2,1.824,3,828,2,0,0,4,10,0.95
20,1,37.2,4,20.832,0,426,3,0,0,1,26,9.3
42,1,36.7,6,29.36,1,568,3,0,1,5,6,6.116666666666667
58,0,59.5,7,17.85,0,288,3,0,0,4,8,8.5
44,1,39.2,7,32.144,1,510,3,0,0,4,7,5.6000000000000005
62,0,18.6,1,18.6,0,780,2,0,0,7,18,18.6
63,1,24.6,4,18.204,2,904,0,0,0,2,22,6.15
44,0,38.7,3,4.257,1,403,0,0,0,11,5,12.9
37,0,39.3,3,9.825,1,634,2,0,0,11,20,13.1
54,1,14.0,4,5.6,2,170,0,0,0,1,31,3.5
17,1,26.8,6,26.264,2,586,1,0,1,1,9,4.466666666666667
34,0,11.2,4,9.52,2,194,0,0,0,3,3,2.8
51,1,24.2,1,24.2,1,531,0,0,0,1,19,24.2
51,0,39.7,5,9.131,1,569,0,0,0,2,10,7.94
31,1,58.3,7,21.571,0,612,0,0,1,10,13,8.328571428571427
52,1,10.9,5,3.597,3,181,1,0,1,3,29,2.18
55,1,19.7,4,17.139,1,875,3,0,1,7,27,4.925
61,1,59.7,1,59.7,2,391,0,0,0,12,31,59.7
33,1,18.3,6,10.248,1,548,0,0,0,12,28,3.0500000000000003
51,1,12.5,6,4.875,3,300,0,0,0,8,15,2.0833333333333335
28,0,16.8,3,5.544,1,699,2,0,0,5,31,5.6000000000000005
45,1,37.7,6,30.914,3,1028,3,0,0,9,11,6.283333333333334
60,1,2.7,4,1.512,0,513,3,0,0,8,24,0.675
38,0,31.0,7,15.19,2,180,1,1,1,6,8,4.428571428571429
61,0,11.9,7,7.497,3,919,1,0,1,3,11,1.7
31,1,15.9,4,5.883,2,659,0,0,0,10,21,3.975
28,1,1.0,2,0.66,2,222,0,0,0,9,13,0.5
26,0,35.2,3,25.696,3,214,0,0,0,7,27,11.733333333333334
54,1,54.1,7,43.821,2,713,0,0,1,5,28,7.728571428571429
58,1,38.5,6,21.56,2,930,0,0,0,3,15,6.416666666666667
61,1,24.6,5,16.974,0,444,0,0,0,6,8,4.92
28,0,18.1,1,18.1,3,935,0,0,1,12,14,18.1
52,1,3.4,7,1.258,0,209,0,0,0,5,11,0.4857142857142857
44,0,56.9,1,56.9,2,793,3,0,0,3,10,56.9
33,0,51.1,2,22.484,2,433,0,0,1,12,27,25.55
34,1,47.7,5,20.511,0,789,0,0,1,2,15,9.540000000000001
46,1,4.0,2,1.36,2,626,0,0,1,8,5,2.0
62,1,39.2,4,34.496,0,896,0,0,0,5,21,9.8
55,1,46.9,2,38.927,1,414,0,1,0,6,21,23.45
25,0,10.3,3,3.296,3,213,0,0,0,4,5,3.4333333333333336
35,0,5.6,4,2.968,2,330,0,0,0,1,8,1.4
31,1,12.0,6,7.8,1,563,0,0,1,11,30,2.0
57,1,27.0,3,9.45,2,650,0,0,1,11,4,9.0
55,0,22.3,3,9.366,2,811,0,0,1,6,13,7.433333333333334
54,1,16.4,2,1.64,0,971,2,1,0,3,29,8.2
59,0,30.8,3,20.944,1,733,2,0,0,4,20,10.266666666666667
58,0,35.5,7,30.53,3,140,0,0,0,12,8,5.071428571428571
36,1,32.1,7,4.173,1,313,0,0,1,3,9,4.585714285714286
62,1,36.0,6,29.16,1,676,1,0,0,7,22,6.0
38,1,30.5,2,25.62,3,176,0,0,0,3,14,15.25
63,1,49.3,2,14.79,2,621,0,0,1,6,16,24.65
43,0,5.7,6,0.627,0,314,0,0,0,7,27,0.9500000000000001
23,0,19.8,7,2.97,0,826,0,0,1,4,13,2.8285714285714287
54,1,18.1,6,8.688,1,292,0,0,0,12,27,3.016666666666667
23,0,12.5,3,10.625,1,523,0,0,0,2,5,4.166666666666667
43,0,8.9,4,3.827,3,735,0,0,0,6,20,2.225
31,0,24.0,5,21.12,1,503,3,1,0,12,31,4.8
17,1,6.5,7,4.745,3,364,1,0,0,2,15,0.9285714285714286
18,0,50.5,3,25.755,1,310,0,0,0,7,27,16.833333333333332
53,1,35.1,1,35.1,0,947,0,0,0,3,27,35.1
28,0,2.3,7,0.529,2,419,0,0,1,10,12,0.32857142857142857
21,0,11.1,2,2.553,1,372,0,0,0,7,16,5.55
43,1,2.9,3,1.682,0,428,1,0,0,5,23,0.9666666666666667
57,0,28.2,1,28.2,0,611,0,0,1,12,7,28.2
49,1,37.8,1,37.8,1,619,0,0,0,4,17,37.8
18,0,31.0,1,31.0,1,249,0,0,0,5,7,31.0
33,0,6.0,3,3.72,2,1047,0,0,0,8,16,2.0
38,0,12.9,5,3.225,3,743,0,0,0,8,18,2.58
27,0,39.5,4,13.825,0,638,0,0,1,4,25,9.875
21,1,32.6,1,32.6,1,675,0,0,0,4,19,32.6
26,1,5.3,5,0.318,0,944,0,0,1,11,29,1.06
32,0,36.9,6,29.889,2,871,0,0,0,4,29,6.1499999999999995
38,1,3.2,5,0.992,1,219,1,0,0,5,11,0.64
56,1,34.7,5,21.861,1,556,1,0,1,5,26,6.94
42,1,38.3,1,38.3,2,486,0,0,0,9,9,38.3
41,1,2.0,2,0.56,0,884,0,0,0,4,2,1.0
32,1,49.7,3,23.856,3,521,0,0,1,10,5,16.566666666666666
45,0,11.9,7,3.927,1,833,0,0,0,8,3,1.7
19,0,24.7,5,0.988,1,1076,0,1,0,12,23,4.9399999999999995
30,1,30.2,3,28.388,1,1078,0,0,0,2,28,10.066666666666666
32,1,31.9,1,31.9,0,989,1,1,0,10,31,31.9
17,1,30.9,6,8.961,3,463,1,0,0,9,22,5.1499999999999995
20,1,13.0,7,5.2,3,817,0,1,0,10,14,1.8571428571428572
42,1,40.0,2,35.2,1,489,0,0,0,10,3,20.0
56,1,8.2,5,5.74,1,409,1,0,0,3,4,1.64
35,1,31.7,2,7.608,0,751,3,1,0,10,8,15.85
21,1,1.6,7,0.544,0,821,0,0,0,11,13,0.2285714285714286
30,1,19.7,5,7.88,2,1015,3,0,1,11,27,3.94
63,0,41.9,6,4.19,2,177,0,0,0,9,17,6.983333333333333
32,0,35.5,2,19.525,1,889,0,0,0,10,21,17.75
30,1,4.3,2,1.118,3,494,0,0,0,5,18,2.15
18,0,2.5,2,2.35,1,243,0,0,0,6,4,1.25
32,0,39.8,4,31.442,1,904,0,0,0,6,21,9.95
47,1,18.5,5,7.215,2,323,0,0,0,12,10,3.7
22,0,35.0,5,10.5,1,589,0,0,0,5,19,7.0
32,1,0.9,1,0.9,1,808,0,0,0,4,7,0.9
25,0,20.4,6,11.628,0,979,3,0,1,9,13,3.4
59,0,32.8,3,26.24,2,675,2,1,0,3,7,10.933333333333332
37,1,6.9,1,6.9,0,136,2,0,1,8,21,6.9
35,1,35.6,5,23.14,3,394,0,0,0,12,9,7.12
23,1,8.4,6,0.924,2,509,0,0,1,11,26,1.4000000000000001
26,1,54.9,4,29.646,1,451,0,0,1,6,30,13.725
47,1,17.4,7,7.134,0,285,0,0,0,12,21,2.4857142857142853
55,1,35.9,3,16.155,0,603,3,0,0,10,30,11.966666666666667
46,1,8.8,5,0.704,0,514,1,0,0,7,25,1.7600000000000002
19,1,22.5,3,11.475,2,533,0,0,0,5,4,7.5
47,1,30.2,2,20.536,3,989,1,0,0,12,5,15.1
29,0,21.7,5,2.17,0,157,0,0,0,12,13,4.34
39,1,10.5,7,3.78,3,221,0,0,0,5,6,1.5
34,1,12.0,5,4.44,2,159,0,0,0,9,5,2.4
58,1,30.3,5,15.15,1,290,2,1,0,10,24,6.0600000000000005
47,1,36.3,2,14.883,0,212,3,0,1,6,29,18.15
45,1,47.7,6,25.281,0,637,0,0,1,7,18,7.95
36,1,54.5,5,7.085,0,325,0,0,0,9,15,10.9
47,0,31.0,1,31.0,2,403,3,0,0,1,27,31.0
34,1,48.7,3,34.577,2,499,0,0,0,2,14,16.233333333333334
53,1,36.4,7,24.388,3,919,1,0,0,8,1,5.2
50,0,26.4,7,5.808,1,787,0,0,0,6,18,3.7714285714285714
31,1,0.8,6,0.416,0,1032,1,0,1,2,21,0.13333333333333333
17,0,55.9,5,5.59,0,305,1,0,0,2,18,11.18
48,1,36.7,1,36.7,2,698,0,1,0,1,30,36.7
38,1,36.7,6,33.397,2,904,1,0,0,9,25,6.116666666666667
31,0,4.2,1,4.2,1,371,0,0,1,12,14,4.2
34,0,7.0,3,2.03,3,512,0,0,0,3,12,2.3333333333333335
63,1,13.7,4,8.631,1,634,0,0,0,11,11,3.425
28,1,6.0,5,4.2,2,979,2,0,1,4,11,1.2
40,1,2.5,2,1.05,1,400,0,0,0,5,14,1.25
55,1,34.3,7,9.947,1,185,0,0,1,5,10,4.8999999999999995
50,1,50.7,3,4.056,3,1036,0,1,0,6,29,16.900000000000002
51,1,19.6,7,15.68,1,533,0,0,0,6,6,2.8000000000000003
41,1,35.3,6,6.707,0,261,3,0,0,5,30,5.883333333333333
23,1,55.3,3,55.3,0,477,0,0,0,11,30,18.433333333333334
23,1,33.5,4,2.68,2,306,3,0,1,10,26,8.375
54,0,8.5,1,8.5,1,345,0,0,1,5,23,8.5
16,1,16.8,4,14.448,0,158,3,1,0,2,14,4.2
49,0,23.8,2,19.516,3,697,0,1,0,5,20,11.9
36,0,31.3,4,28.796,1,674,0,0,1,3,13,7.825
29,1,26.0,4,16.9,0,662,0,0,0,11,11,6.5
35,1,54.3,6,45.612,0,240,0,0,0,8,10,9.049999999999999
24,0,15.3,6,10.557,1,487,0,0,0,5,15,2.5500000000000003
43,1,34.1,5,3.751,3,344,1,0,0,2,5,6.82
41,1,41.7,7,32.109,1,963,0,1,0,7,21,5.957142857142857
40,0,51.1,4,33.215,3,1074,0,0,1,2,5,12.775
19,0,15.2,1,15.2,3,576,0,0,1,5,20,15.2
46,1,13.7,1,13.7,1,176,0,1,0,1,26,13.7
43,1,38.3,4,22.214,3,132,0,0,0,9,23,9.575
42,1,35.9,4,3.949,0,539,0,0,0,7,21,8.975
43,1,33.8,5,26.026,3,1001,0,0,1,6,24,6.76
60,0,57.7,6,46.737,1,984,0,1,0,4,5,9.616666666666667
33,1,25.1,2,9.287,1,379,2,0,1,1,15,12.55
32,1,37.7,2,2.639,0,539,0,0,0,4,9,18.85
30,1,38.3,7,3.064,2,292,0,0,1,1,21,5.471428571428571
50,1,28.4,1,28.4,2,530,0,0,0,1,1,28.4
34,1,38.4,6,35.712,1,567,0,0,1,12,6,6.3999999999999995
17,1,54.7,5,14.222,2,247,0,1,0,12,19,10.940000000000001
44,1,47.7,1,47.7,2,506,0,0,0,1,26,47.7
24,1,27.3,1,27.3,2,677,0,0,0,10,15,27.3
63,1,6.3,5,1.701,0,402,3,1,0,12,19,1.26
41,0,2.0,7,0.06,1,413,0,0,0,2,17,0.2857142857142857
22,1,11.0,5,5.39,0,727,0,0,0,8,25,2.2
40,1,22.0,4,15.4,1,228,0,0,0,11,26,5.5
33,0,14.1,5,2.397,2,471,3,0,0,2,11,2.82
55,1,30.5,5,13.725,1,261,0,1,1,9,23,6.1
61,1,52.9,7,42.32,0,954,0,0,1,7,26,7.557142857142857
39,1,36.3,3,9.801,2,630,0,1,0,8,4,12.1
23,0,15.4,3,13.552,2,280,2,1,0,8,5,5.133333333333334
61,1,4.8,7,0.144,2,993,0,1,0,9,18,0.6857142857142857
37,1,5.3,1,5.3,0,695,1,0,0,10,26,5.3
52,1,32.2,7,29.624,2,337,2,1,0,2,14,4.6000000000000005
56,0,38.4,7,14.592,1,922,3,0,1,11,17,5.485714285714286
52,1,38.0,2,4.18,2,122,0,1,0,12,17,19.0
38,0,3.1,4,1.023,3,403,3,1,1,3,30,0.775
18,1,39.3,7,5.895,1,477,0,0,0,5,15,5.614285714285714
24,1,33.4,5,2.338,1,174,0,0,0,9,16,6.68
33,0,47.7,5,26.235,2,874,0,0,0,5,26,9.540000000000001
19,1,1.5,3,1.275,1,369,2,1,0,12,19,0.5
61,1,26.9,7,17.754,2,847,0,0,0,5,21,3.8428571428571425
29,1,5.5,2,1.815,3,773,0,0,0,12,24,2.75
36,1,14.2,2,1.704,1,692,0,0,0,8,27,7.1
63,1,1.7,7,0.204,3,323,0,0,0,8,20,0.24285714285714285
26,1,29.0,2,1.45,3,520,1,0,0,12,2,14.5
59,1,36.2,2,1.81,0,374,2,0,0,8,25,18.1
17,1,33.1,3,20.853,3,177,0,0,1,7,15,11.033333333333333
53,1,21.9,1,21.9,1,270,3,0,1,12,10,21.9
18,0,37.5,6,6.75,1,1046,1,1,1,6,3,6.25
49,1,38.5,1,38.5,0,535,0,0,0,7,30,38.5
43,0,33.3,6,29.637,2,278,1,0,1,6,3,5.55
45,1,36.6,1,36.6,0,839,0,1,0,3,15,36.6
63,1,7.4,5,1.776,3,208,0,0,0,6,5,1.48
16,1,1.6,2,1.456,1,943,3,0,1,4,16,0.8
17,1,38.7,7,10.449,3,540,1,0,1,2,10,5.528571428571429
38,1,3.0,6,2.16,0,665,0,0,0,7,6,0.5
42,1,19.8,4,10.098,2,432,0,0,0,4,1,4.95
32,0,2.2,5,1.518,1,719,1,0,1,8,21,0.44000000000000006
23,0,23.5,3,4.935,0,343,0,1,1,1,7,7.833333333333333
59,0,31.3,5,29.109,2,575,1,0,0,7,29,6.26
58,1,32.7,5,24.198,0,807,0,0,0,2,18,6.540000000000001
53,1,58.7,2,39.916,1,930,3,0,0,4,14,29.35
28,1,34.0,2,1.02,1,354,0,0,0,7,12,17.0
56,1,18.5,3,1.11,2,530,0,0,1,10,11,6.166666666666667
55,0,48.3,5,42.504,1,809,2,0,0,5,13,9.66
19,1,21.6,1,21.6,3,821,0,0,1,8,30,21.6
60,0,19.3,5,17.37,0,593,0,0,0,2,21,3.8600000000000003
63,1,28.4,6,23.004,1,145,1,1,0,6,13,4.733333333333333
53,1,34.5,2,27.945,0,768,0,0,0,3,8,17.25
54,1,3.6,7,3.384,1,715,1,0,0,4,13,0.5142857142857143
61,1,33.0,7,2.31,1,676,1,0,1,8,14,4.714285714285714
57,1,40.0,7,35.2,2,368,2,0,1,12,4,5.714285714285714
43,0,39.8,1,39.8,1,1049,0,0,1,3,1,39.8
51,1,33.3,5,32.634,1,859,1,0,1,3,2,6.659999999999999
20,1,11.8,7,10.856,0,1029,0,0,1,11,5,1.6857142857142857
56,0,30.4,7,3.04,0,141,0,0,0,4,14,4.3428571428571425
55,1,9.7,7,6.111,0,869,0,0,0,12,28,1.3857142857142857
34,1,41.1,7,20.961,3,934,1,0,1,1,7,5.871428571428572
51,0,38.7,1,38.7,3,511,0,0,0,11,12,38.7
42,0,32.1,4,23.433,0,767,0,0,1,3,15,8.025
41,1,25.7,6,24.672,0,584,0,0,0,9,26,4.283333333333333
55,0,28.3,3,16.414,0,691,0,0,0,9,18,9.433333333333334
20,0,54.3,4,42.354,2,898,0,0,1,4,21,13.575
29,1,41.3,7,28.084,2,680,2,0,0,7,5,5.8999999999999995
